"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","50","should evenly distribute rate for all busy consumers starting with max rates: 99.9 and 0.1","","Mon May 18 09:33:48 UTC 2026","passed","Mon May 18 09:33:48 UTC 2026","","MaxRateBalancerTest","pl.allegro.tech.hermes.consumers.consumer.rate.maxrate.MaxRateBalancerTest","should evenly distribute rate for all busy consumers starting with max rates: 99.9 and 0.1"
"","314","should render if datacenters readiness data was successfully fetched","ReadinessView","Mon May 18 09:30:57 UTC 2026","passed","Mon May 18 09:30:57 UTC 2026","","","",""
"","25","should retry to load topic schema for Avro topics","","Mon May 18 09:35:44 UTC 2026","passed","Mon May 18 09:35:44 UTC 2026","","TopicSchemaLoadingStartupHookTest","pl.allegro.tech.hermes.frontend.server.TopicSchemaLoadingStartupHookTest","should retry to load topic schema for Avro topics"
"","11","should revoke partitions","","Mon May 18 09:33:47 UTC 2026","passed","Mon May 18 09:33:47 UTC 2026","","ConsumerPartitionAssignmentStateTest","pl.allegro.tech.hermes.consumers.consumer.offset.ConsumerPartitionAssignmentStateTest","should revoke partitions"
"","7","should remove an inactive subscriptions","","Mon May 18 09:33:57 UTC 2026","passed","Mon May 18 09:33:57 UTC 2026","","WeightedWorkBalancerTest","pl.allegro.tech.hermes.consumers.supervisor.workload.weighted.WeightedWorkBalancerTest","should remove an inactive subscriptions"
"","550","should render inconsistent topics listing with no filter applied","ConstraintsListing","Mon May 18 09:31:04 UTC 2026","passed","Mon May 18 09:31:04 UTC 2026","","","",""
"","775","shouldReturnSubscription()","","Mon May 18 09:41:11 UTC 2026","passed","Mon May 18 09:41:12 UTC 2026","","pl.allegro.tech.hermes.integrationtests.management.SubscriptionManagementTest","pl.allegro.tech.hermes.integrationtests.management.SubscriptionManagementTest","shouldReturnSubscription"
"","240","should create topic constraints in all zk clusters","MultiZookeeperIntegrationTest","Mon May 18 09:36:24 UTC 2026","passed","Mon May 18 09:36:25 UTC 2026","","WorkloadConstraintsServiceTest","pl.allegro.tech.hermes.management.domain.workload.constraints.WorkloadConstraintsServiceTest","should create topic constraints in all zk clusters"
"","3","should be notified when inactive and no sent notifications [now: 2021-09-09T16:31:06.987Z, #0]","","Mon May 18 09:35:59 UTC 2026","passed","Mon May 18 09:35:59 UTC 2026","","InactiveTopicsDetectionServiceTest","pl.allegro.tech.hermes.management.domain.detection.InactiveTopicsDetectionServiceTest","should be notified when inactive and no sent notifications [now: 2021-09-09T16:31:06.987Z, #0]"
"","437","should open create subscription constraint dialog when add subscription constraint is clicked","ConstraintsView","Mon May 18 09:30:45 UTC 2026","passed","Mon May 18 09:30:45 UTC 2026","","","",""
"","7540","shouldTreatMessageWithInvalidInterpolationAsUndelivered()","","Mon May 18 09:37:44 UTC 2026","passed","Mon May 18 09:37:52 UTC 2026","","pl.allegro.tech.hermes.integrationtests.PublishingAndConsumingTest","pl.allegro.tech.hermes.integrationtests.PublishingAndConsumingTest","shouldTreatMessageWithInvalidInterpolationAsUndelivered"
"","1","should not allow creating with no sources configured","","Mon May 18 09:36:19 UTC 2026","passed","Mon May 18 09:36:19 UTC 2026","","OwnerSourcesSpec","pl.allegro.tech.hermes.management.domain.owner.OwnerSourcesSpec","should not allow creating with no sources configured"
"","626","shouldReportBrokerLatencyMetrics()","","Mon May 18 09:33:49 UTC 2026","passed","Mon May 18 09:33:50 UTC 2026","","pl.allegro.tech.hermes.integrationtests.BrokerLatencyReportingTest","pl.allegro.tech.hermes.integrationtests.BrokerLatencyReportingTest","shouldReportBrokerLatencyMetrics"
"","5","should convert array primitive types [suite: array-primitives, avroType: string, protoDescriptor: <com.google.protobuf.Descriptors$Descriptor@3ad10d56 index=inaccessible proto=inaccessible fullName=inaccessible file=inaccessible containingType=inaccessible nestedTypes=inaccessible enumTypes=inaccessible fields=inaccessible fieldsSortedByNumber=inaccessible extensions=inaccessible oneofs=inaccessible realOneofCount=inaccessible extensionRangeLowerBounds=inaccessible extensionRangeUpperBounds=inaccessible>, avroValue: [a, b, c], expectedProtoValue: [a, b, c], transformResult: <pl.allegro.tech.hermes.consumers.consumer.sender.googlebigquery.avro.conversions.ConvertArrayOfPrimitivesTest$__spock_feature_0_0prov5_closure10@337a9406 delegate=inaccessible owner=inaccessible thisObject=inaccessible resolveStrategy=inaccessible directive=inaccessible parameterTypes=inaccessible maximumNumberOfParameters=inaccessible bcw=inaccessible thisType=inaccessible>, #8]","","Mon May 18 09:33:50 UTC 2026","passed","Mon May 18 09:33:50 UTC 2026","","ConvertArrayOfPrimitivesTest","pl.allegro.tech.hermes.consumers.consumer.sender.googlebigquery.avro.conversions.ConvertArrayOfPrimitivesTest","should convert array primitive types [suite: array-primitives, avroType: string, protoDescriptor: <com.google.protobuf.Descriptors$Descriptor@3ad10d56 index=inaccessible proto=inaccessible fullName=inaccessible file=inaccessible containingType=inaccessible nestedTypes=inaccessible enumTypes=inaccessible fields=inaccessible fieldsSortedByNumber=inaccessible extensions=inaccessible oneofs=inaccessible realOneofCount=inaccessible extensionRangeLowerBounds=inaccessible extensionRangeUpperBounds=inaccessible>, avroValue: [a, b, c], expectedProtoValue: [a, b, c], transformResult: <pl.allegro.tech.hermes.consumers.consumer.sender.googlebigquery.avro.conversions.ConvertArrayOfPrimitivesTest$__spock_feature_0_0prov5_closure10@337a9406 delegate=inaccessible owner=inaccessible thisObject=inaccessible resolveStrategy=inaccessible directive=inaccessible parameterTypes=inaccessible maximumNumberOfParameters=inaccessible bcw=inaccessible thisType=inaccessible>, #8]"
"","235","should get list of subscriptions based on names list","IntegrationTest","Mon May 18 09:33:29 UTC 2026","passed","Mon May 18 09:33:29 UTC 2026","","ZookeeperSubscriptionRepositoryTest","pl.allegro.tech.hermes.infrastructure.zookeeper.ZookeeperSubscriptionRepositoryTest","should get list of subscriptions based on names list"
"","1","should indicate that a batch subscriber with retry returning more than 10% 4xx errors is receiving malformed events","","Mon May 18 09:36:20 UTC 2026","passed","Mon May 18 09:36:20 UTC 2026","","SubscriptionHealthCheckerTest","pl.allegro.tech.hermes.management.domain.subscription.SubscriptionHealthCheckerTest","should indicate that a batch subscriber with retry returning more than 10% 4xx errors is receiving malformed events"
"","33","should get all messages from topic","","Mon May 18 09:37:57 UTC 2026","passed","Mon May 18 09:37:57 UTC 2026","","HermesMockTest","pl.allegro.tech.hermes.mock.HermesMockTest","should get all messages from topic"
"","6","should not throw exception when no topics exist","","Mon May 18 09:35:33 UTC 2026","passed","Mon May 18 09:35:33 UTC 2026","","TopicMetadataLoadingExecutorTest","pl.allegro.tech.hermes.frontend.producer.kafka.TopicMetadataLoadingExecutorTest","should not throw exception when no topics exist"
"","1107","shouldPassSubscriptionHeadersWhenFilteringIsEnabledForIncomingEvents()","","Mon May 18 09:35:13 UTC 2026","passed","Mon May 18 09:35:14 UTC 2026","","pl.allegro.tech.hermes.integrationtests.FilteringJsonTest","pl.allegro.tech.hermes.integrationtests.FilteringJsonTest","shouldPassSubscriptionHeadersWhenFilteringIsEnabledForIncomingEvents"
"","65","should record metrics for executor service (monitoring enabled: true)","","Mon May 18 09:33:19 UTC 2026","passed","Mon May 18 09:33:19 UTC 2026","","InstrumentedExecutorServiceFactoryMetricsTest","pl.allegro.tech.hermes.common.metric.executor.InstrumentedExecutorServiceFactoryMetricsTest","should record metrics for executor service (monitoring enabled: true)"
"","5","should convert map of primitive types [suite: map-primitives, avroType: string, protoDescriptor: <com.google.protobuf.Descriptors$Descriptor@4064fbdf index=inaccessible proto=inaccessible fullName=inaccessible file=inaccessible containingType=inaccessible nestedTypes=inaccessible enumTypes=inaccessible fields=inaccessible fieldsSortedByNumber=inaccessible extensions=inaccessible oneofs=inaccessible realOneofCount=inaccessible extensionRangeLowerBounds=inaccessible extensionRangeUpperBounds=inaccessible>, avroValue: [:], expectedProtoValue: [], transformResult: <pl.allegro.tech.hermes.consumers.consumer.sender.googlebigquery.avro.conversions.ConvertArrayOfPrimitivesTest$__spock_feature_0_1prov5_closure17@3feedaec delegate=inaccessible owner=inaccessible thisObject=inaccessible resolveStrategy=inaccessible directive=inaccessible parameterTypes=inaccessible maximumNumberOfParameters=inaccessible bcw=inaccessible thisType=inaccessible>, #0]","","Mon May 18 09:33:50 UTC 2026","passed","Mon May 18 09:33:50 UTC 2026","","ConvertArrayOfPrimitivesTest","pl.allegro.tech.hermes.consumers.consumer.sender.googlebigquery.avro.conversions.ConvertArrayOfPrimitivesTest","should convert map of primitive types [suite: map-primitives, avroType: string, protoDescriptor: <com.google.protobuf.Descriptors$Descriptor@4064fbdf index=inaccessible proto=inaccessible fullName=inaccessible file=inaccessible containingType=inaccessible nestedTypes=inaccessible enumTypes=inaccessible fields=inaccessible fieldsSortedByNumber=inaccessible extensions=inaccessible oneofs=inaccessible realOneofCount=inaccessible extensionRangeLowerBounds=inaccessible extensionRangeUpperBounds=inaccessible>, avroValue: [:], expectedProtoValue: [], transformResult: <pl.allegro.tech.hermes.consumers.consumer.sender.googlebigquery.avro.conversions.ConvertArrayOfPrimitivesTest$__spock_feature_0_1prov5_closure17@3feedaec delegate=inaccessible owner=inaccessible thisObject=inaccessible resolveStrategy=inaccessible directive=inaccessible parameterTypes=inaccessible maximumNumberOfParameters=inaccessible bcw=inaccessible thisType=inaccessible>, #0]"
"","475","should dispatch notification about validation error","TopicForm","Mon May 18 09:30:54 UTC 2026","passed","Mon May 18 09:30:54 UTC 2026","","","",""
"","4","should serialize endpoint address to string","","Mon May 18 09:32:58 UTC 2026","passed","Mon May 18 09:32:58 UTC 2026","","EndpointAddressSerializationTest","pl.allegro.tech.hermes.api.jackson.EndpointAddressSerializationTest","should serialize endpoint address to string"
"","250","shouldNotAllowOnRemovingNonEmptyGroup()","","Mon May 18 09:39:05 UTC 2026","passed","Mon May 18 09:39:05 UTC 2026","","pl.allegro.tech.hermes.integrationtests.management.GroupManagementTest","pl.allegro.tech.hermes.integrationtests.management.GroupManagementTest","shouldNotAllowOnRemovingNonEmptyGroup"
"","9","should request token on init","","Mon May 18 09:33:47 UTC 2026","passed","Mon May 18 09:33:47 UTC 2026","","OAuthSubscriptionHandlerTest","pl.allegro.tech.hermes.consumers.consumer.oauth.OAuthSubscriptionHandlerTest","should request token on init"
"","135","should switch between urls without changing the rest of the path","EnvironmentSelect","Mon May 18 09:30:31 UTC 2026","passed","Mon May 18 09:30:31 UTC 2026","","","",""
"","1","should truncate message preview if it is too large [messageSize: 101376, maxContentSize: 100, shouldTruncate: false, #1]","","Mon May 18 09:35:44 UTC 2026","passed","Mon May 18 09:35:44 UTC 2026","","MessagePreviewFactoryTest","pl.allegro.tech.hermes.frontend.publishing.preview.MessagePreviewFactoryTest","should truncate message preview if it is too large [messageSize: 101376, maxContentSize: 100, shouldTruncate: false, #1]"
"","133","should fetch topic","useTopic","Mon May 18 09:30:20 UTC 2026","passed","Mon May 18 09:30:20 UTC 2026","","","",""
"","1","shouldReportTopicVolumeCounter","","Mon May 18 09:33:35 UTC 2026","passed","Mon May 18 09:33:35 UTC 2026","","pl.allegro.tech.hermes.common.metric.counter.zookeeper.ZookeeperCounterReporterTest","pl.allegro.tech.hermes.common.metric.counter.zookeeper.ZookeeperCounterReporterTest","shouldReportTopicVolumeCounter"
"","641","shouldReturnTopicsWithOwnerIdContainingString()","","Mon May 18 09:39:57 UTC 2026","passed","Mon May 18 09:39:58 UTC 2026","","pl.allegro.tech.hermes.integrationtests.management.QueryEndpointTest","pl.allegro.tech.hermes.integrationtests.management.QueryEndpointTest","shouldReturnTopicsWithOwnerIdContainingString"
"","0","should format number with thousands separators and no fraction part (1500100900)","number-formatter","Mon May 18 09:31:37 UTC 2026","passed","Mon May 18 09:31:37 UTC 2026","","","",""
"","1038","shouldNotListHealthySubscriptions()","","Mon May 18 09:39:35 UTC 2026","passed","Mon May 18 09:39:36 UTC 2026","","pl.allegro.tech.hermes.integrationtests.management.ListUnhealthySubscriptionsForOwnerTest","pl.allegro.tech.hermes.integrationtests.management.ListUnhealthySubscriptionsForOwnerTest","shouldNotListHealthySubscriptions"
"","648","shouldReturnServerInternalErrorResponseOnMissingSchema()","","Mon May 18 09:37:38 UTC 2026","passed","Mon May 18 09:37:38 UTC 2026","","pl.allegro.tech.hermes.integrationtests.PublishingAvroOnTopicWithoutSchemaTest","pl.allegro.tech.hermes.integrationtests.PublishingAvroOnTopicWithoutSchemaTest","shouldReturnServerInternalErrorResponseOnMissingSchema"
"","17","shouldNotRetryOnRetryAfterAboveTtl","","Mon May 18 09:34:08 UTC 2026","passed","Mon May 18 09:34:08 UTC 2026","","pl.allegro.tech.hermes.consumers.consumer.ConsumerMessageSenderTest","pl.allegro.tech.hermes.consumers.consumer.ConsumerMessageSenderTest","shouldNotRetryOnRetryAfterAboveTtl"
"","14","updating topic with up to 2 days of retention time should be valid [retentionTime: <pl.allegro.tech.hermes.api.RetentionTime@37 duration=inaccessible retentionUnit=inaccessible>, user: <pl.allegro.tech.hermes.management.domain.auth.TestRequestUser@4e7d1597 username=inaccessible admin=inaccessible isOwner=inaccessible>, #4]","","Mon May 18 09:36:24 UTC 2026","passed","Mon May 18 09:36:24 UTC 2026","","TopicValidatorWithRealApiPreconditionsTest","pl.allegro.tech.hermes.management.domain.topic.validator.TopicValidatorWithRealApiPreconditionsTest","updating topic with up to 2 days of retention time should be valid [retentionTime: <pl.allegro.tech.hermes.api.RetentionTime@37 duration=inaccessible retentionUnit=inaccessible>, user: <pl.allegro.tech.hermes.management.domain.auth.TestRequestUser@4e7d1597 username=inaccessible admin=inaccessible isOwner=inaccessible>, #4]"
"","3","should convert and cast primitive types [suite: primitives, avroType: string, protoDescriptor: <com.google.protobuf.Descriptors$Descriptor@7169a87 index=inaccessible proto=inaccessible fullName=inaccessible file=inaccessible containingType=inaccessible nestedTypes=inaccessible enumTypes=inaccessible fields=inaccessible fieldsSortedByNumber=inaccessible extensions=inaccessible oneofs=inaccessible realOneofCount=inaccessible extensionRangeLowerBounds=inaccessible extensionRangeUpperBounds=inaccessible>, avroValue: 12.234, expectedProtoValue: 12.234, #23]","","Mon May 18 09:33:50 UTC 2026","passed","Mon May 18 09:33:50 UTC 2026","","ConvertAndCastPrimitivesTest","pl.allegro.tech.hermes.consumers.consumer.sender.googlebigquery.avro.conversions.ConvertAndCastPrimitivesTest","should convert and cast primitive types [suite: primitives, avroType: string, protoDescriptor: <com.google.protobuf.Descriptors$Descriptor@7169a87 index=inaccessible proto=inaccessible fullName=inaccessible file=inaccessible containingType=inaccessible nestedTypes=inaccessible enumTypes=inaccessible fields=inaccessible fieldsSortedByNumber=inaccessible extensions=inaccessible oneofs=inaccessible realOneofCount=inaccessible extensionRangeLowerBounds=inaccessible extensionRangeUpperBounds=inaccessible>, avroValue: 12.234, expectedProtoValue: 12.234, #23]"
"","7","should delete all schema versions [client: <pl.allegro.tech.hermes.schema.confluent.SchemaRegistryRawSchemaClient@43e97462 schemaRepositoryInstanceResolver=inaccessible objectMapper=inaccessible validationEndpointEnabled=inaccessible deleteSchemaPathSuffix=inaccessible subjectNamingStrategy=inaccessible>, subjectNamingStrategy: <pl.allegro.tech.hermes.schema.SubjectNamingStrategy$$Lambda/0x0000000079478ff0@71aeb62 arg$1=inaccessible>, #1]","","Mon May 18 09:38:06 UTC 2026","passed","Mon May 18 09:38:06 UTC 2026","","SchemaRegistryRawSchemaClientTest","pl.allegro.tech.hermes.schema.confluent.SchemaRegistryRawSchemaClientTest","should delete all schema versions [client: <pl.allegro.tech.hermes.schema.confluent.SchemaRegistryRawSchemaClient@43e97462 schemaRepositoryInstanceResolver=inaccessible objectMapper=inaccessible validationEndpointEnabled=inaccessible deleteSchemaPathSuffix=inaccessible subjectNamingStrategy=inaccessible>, subjectNamingStrategy: <pl.allegro.tech.hermes.schema.SubjectNamingStrategy$$Lambda/0x0000000079478ff0@71aeb62 arg$1=inaccessible>, #1]"
"","17","should respect workload constraints","","Mon May 18 09:33:57 UTC 2026","passed","Mon May 18 09:33:57 UTC 2026","","WeightedWorkBalancerTest","pl.allegro.tech.hermes.consumers.supervisor.workload.weighted.WeightedWorkBalancerTest","should respect workload constraints"
"","216","should override existing consumer group using offsets from the old consumer group","","Mon May 18 09:37:17 UTC 2026","passed","Mon May 18 09:37:17 UTC 2026","","KafkaConsumerGroupManagerSpec","pl.allegro.tech.hermes.management.infrastructure.kafka.service.KafkaConsumerGroupManagerSpec","should override existing consumer group using offsets from the old consumer group"
"","3","should not be notified when not enough time from last notification [now: 2021-09-09T16:31:06.987Z, notificationTimestamps: [2021-09-09T16:31:06.987Z], #0]","","Mon May 18 09:35:59 UTC 2026","passed","Mon May 18 09:35:59 UTC 2026","","InactiveTopicsDetectionServiceTest","pl.allegro.tech.hermes.management.domain.detection.InactiveTopicsDetectionServiceTest","should not be notified when not enough time from last notification [now: 2021-09-09T16:31:06.987Z, notificationTimestamps: [2021-09-09T16:31:06.987Z], #0]"
"","9","should not save new notification timestamp when notification did not succeed","","Mon May 18 09:35:59 UTC 2026","passed","Mon May 18 09:35:59 UTC 2026","","InactiveTopicsDetectionJobTest","pl.allegro.tech.hermes.management.domain.detection.InactiveTopicsDetectionJobTest","should not save new notification timestamp when notification did not succeed"
"","247","Should ignore scheduling consumer group to delete if it is already scheduled","MultiZookeeperIntegrationTest","Mon May 18 09:36:22 UTC 2026","passed","Mon May 18 09:36:22 UTC 2026","","ScheduleConsumerGroupToDeleteCommandTest","pl.allegro.tech.hermes.management.domain.subscription.consumergroup.command.ScheduleConsumerGroupToDeleteCommandTest","Should ignore scheduling consumer group to delete if it is already scheduled"
"","214","shouldRetryOn401UnauthorizedForOAuthSecuredSubscription","","Mon May 18 09:34:07 UTC 2026","passed","Mon May 18 09:34:07 UTC 2026","","pl.allegro.tech.hermes.consumers.consumer.ConsumerMessageSenderTest","pl.allegro.tech.hermes.consumers.consumer.ConsumerMessageSenderTest","shouldRetryOn401UnauthorizedForOAuthSecuredSubscription"
"","474","shouldReturnClientErrorWhenRequestingTopicRetransmissionWithNegativeTimeRange()","","Mon May 18 09:39:47 UTC 2026","passed","Mon May 18 09:39:48 UTC 2026","","pl.allegro.tech.hermes.integrationtests.management.OfflineRetransmissionManagementTest","pl.allegro.tech.hermes.integrationtests.management.OfflineRetransmissionManagementTest","shouldReturnClientErrorWhenRequestingTopicRetransmissionWithNegativeTimeRange"
"","81","should show no results message","SearchCommander","Mon May 18 09:30:23 UTC 2026","passed","Mon May 18 09:30:23 UTC 2026","","","",""
"","323","shouldKeepTryingToSendMessageFailedWithStatusCode4xxForSubscriptionWith4xxRetry","","Mon May 18 09:34:04 UTC 2026","passed","Mon May 18 09:34:05 UTC 2026","","pl.allegro.tech.hermes.consumers.consumer.ConsumerMessageSenderTest","pl.allegro.tech.hermes.consumers.consumer.ConsumerMessageSenderTest","shouldKeepTryingToSendMessageFailedWithStatusCode4xxForSubscriptionWith4xxRetry"
"","4","should throw exception for incompatible schema [client: <pl.allegro.tech.hermes.schema.confluent.SchemaRegistryRawSchemaClient@6301175a schemaRepositoryInstanceResolver=inaccessible objectMapper=inaccessible validationEndpointEnabled=inaccessible deleteSchemaPathSuffix=inaccessible subjectNamingStrategy=inaccessible>, subjectNamingStrategy: <pl.allegro.tech.hermes.schema.SubjectNamingStrategy$$Lambda/0x0000000079479240@168cffde arg$1=inaccessible arg$2=inaccessible>, #3]","","Mon May 18 09:38:06 UTC 2026","passed","Mon May 18 09:38:06 UTC 2026","","SchemaRegistryRawSchemaClientTest","pl.allegro.tech.hermes.schema.confluent.SchemaRegistryRawSchemaClientTest","should throw exception for incompatible schema [client: <pl.allegro.tech.hermes.schema.confluent.SchemaRegistryRawSchemaClient@6301175a schemaRepositoryInstanceResolver=inaccessible objectMapper=inaccessible validationEndpointEnabled=inaccessible deleteSchemaPathSuffix=inaccessible subjectNamingStrategy=inaccessible>, subjectNamingStrategy: <pl.allegro.tech.hermes.schema.SubjectNamingStrategy$$Lambda/0x0000000079479240@168cffde arg$1=inaccessible arg$2=inaccessible>, #3]"
"","4","shouldSetMessageIdInProperty","","Mon May 18 09:34:12 UTC 2026","passed","Mon May 18 09:34:12 UTC 2026","","pl.allegro.tech.hermes.consumers.consumer.sender.jms.JmsMessageSenderTest","pl.allegro.tech.hermes.consumers.consumer.sender.jms.JmsMessageSenderTest","shouldSetMessageIdInProperty"
"","7","should dispatch notification on successful topic constraint delete","useConstraints","Mon May 18 09:30:21 UTC 2026","passed","Mon May 18 09:30:21 UTC 2026","","","",""
"","14","shouldDeserializeSubscriptionWithoutBackoff","","Mon May 18 09:32:58 UTC 2026","passed","Mon May 18 09:32:58 UTC 2026","","pl.allegro.tech.hermes.api.SubscriptionTest","pl.allegro.tech.hermes.api.SubscriptionTest","shouldDeserializeSubscriptionWithoutBackoff"
"","1","should filter '$.does.not.exist' matching '.*' with result: false","","Mon May 18 09:33:23 UTC 2026","passed","Mon May 18 09:33:23 UTC 2026","","JsonPathMessageFilterSpec","pl.allegro.tech.hermes.domain.filtering.JsonPathMessageFilterSpec","should filter '$.does.not.exist' matching '.*' with result: false"
"","5","should return index within pool bounds [topicName: group1.topic1, #0]","","Mon May 18 09:34:28 UTC 2026","passed","Mon May 18 09:34:28 UTC 2026","","KafkaMessageSenderPoolRouterTest","pl.allegro.tech.hermes.frontend.producer.kafka.KafkaMessageSenderPoolRouterTest","should return index within pool bounds [topicName: group1.topic1, #0]"
"","130","should display ""no filters"" message when no filters are defined","HeadersCard","Mon May 18 09:31:41 UTC 2026","passed","Mon May 18 09:31:42 UTC 2026","","","",""
"","7","shouldDeserializeClassWithUnknownFields","","Mon May 18 09:33:34 UTC 2026","passed","Mon May 18 09:33:34 UTC 2026","","pl.allegro.tech.hermes.common.di.ObjectMapperFactoryTest","pl.allegro.tech.hermes.common.di.ObjectMapperFactoryTest","shouldDeserializeClassWithUnknownFields"
"","944","shouldDeliverBatchInGivenTimePeriod()","","Mon May 18 09:34:33 UTC 2026","passed","Mon May 18 09:34:34 UTC 2026","","pl.allegro.tech.hermes.integrationtests.BatchDeliveryTest","pl.allegro.tech.hermes.integrationtests.BatchDeliveryTest","shouldDeliverBatchInGivenTimePeriod"
"","3","should contain #header header with correct value for http1","","Mon May 18 09:33:55 UTC 2026","passed","Mon May 18 09:33:55 UTC 2026","","Http2HermesHeadersProviderTest","pl.allegro.tech.hermes.consumers.consumer.sender.http.headers.Http2HermesHeadersProviderTest","should contain #header header with correct value for http1"
"","3","shouldNotConvertWhenReceivingAvroOnAvroTopic","","Mon May 18 09:35:45 UTC 2026","passed","Mon May 18 09:35:45 UTC 2026","","pl.allegro.tech.hermes.frontend.publishing.message.MessageContentTypeEnforcerTest","pl.allegro.tech.hermes.frontend.publishing.message.MessageContentTypeEnforcerTest","shouldNotConvertWhenReceivingAvroOnAvroTopic"
"","1","should not indicate lagging if production rate is 0","","Mon May 18 09:36:19 UTC 2026","passed","Mon May 18 09:36:19 UTC 2026","","SubscriptionHealthCheckerTest","pl.allegro.tech.hermes.management.domain.subscription.SubscriptionHealthCheckerTest","should not indicate lagging if production rate is 0"
"","519","shouldNotPublishAsGuestWhenAuthIsRequired(Topic) [1] Topic(TopicBuilderGroup223.TopicBuilderTopic224)","","Mon May 18 09:38:38 UTC 2026","passed","Mon May 18 09:38:39 UTC 2026","","pl.allegro.tech.hermes.integrationtests.TopicAuthorizationTest","pl.allegro.tech.hermes.integrationtests.TopicAuthorizationTest","shouldNotPublishAsGuestWhenAuthIsRequired"
"","1093","shouldEmitAuditEventWhenSubscriptionRemoved()","","Mon May 18 09:41:06 UTC 2026","passed","Mon May 18 09:41:07 UTC 2026","","pl.allegro.tech.hermes.integrationtests.management.SubscriptionManagementTest","pl.allegro.tech.hermes.integrationtests.management.SubscriptionManagementTest","shouldEmitAuditEventWhenSubscriptionRemoved"
"","7","should truncate message preview if it is too large [messageSize: 51200, maxContentSize: 100, shouldTruncate: false, #0]","","Mon May 18 09:35:44 UTC 2026","passed","Mon May 18 09:35:44 UTC 2026","","MessagePreviewFactoryTest","pl.allegro.tech.hermes.frontend.publishing.preview.MessagePreviewFactoryTest","should truncate message preview if it is too large [messageSize: 51200, maxContentSize: 100, shouldTruncate: false, #0]"
"","7","should accept subject not found response as if schema is valid [client: <pl.allegro.tech.hermes.schema.confluent.SchemaRegistryRawSchemaClient@236e2729 schemaRepositoryInstanceResolver=inaccessible objectMapper=inaccessible validationEndpointEnabled=inaccessible deleteSchemaPathSuffix=inaccessible subjectNamingStrategy=inaccessible>, subjectNamingStrategy: <pl.allegro.tech.hermes.schema.SubjectNamingStrategy$$Lambda/0x0000000079478da8@4164ab12>, #0]","","Mon May 18 09:38:06 UTC 2026","passed","Mon May 18 09:38:06 UTC 2026","","SchemaRegistryRawSchemaClientTest","pl.allegro.tech.hermes.schema.confluent.SchemaRegistryRawSchemaClientTest","should accept subject not found response as if schema is valid [client: <pl.allegro.tech.hermes.schema.confluent.SchemaRegistryRawSchemaClient@236e2729 schemaRepositoryInstanceResolver=inaccessible objectMapper=inaccessible validationEndpointEnabled=inaccessible deleteSchemaPathSuffix=inaccessible subjectNamingStrategy=inaccessible>, subjectNamingStrategy: <pl.allegro.tech.hermes.schema.SubjectNamingStrategy$$Lambda/0x0000000079478da8@4164ab12>, #0]"
"","477","shouldReturnClientErrorWhenRequestingViewRetransmissionWithTargetTopicStoredOffline()","","Mon May 18 09:39:45 UTC 2026","passed","Mon May 18 09:39:45 UTC 2026","","pl.allegro.tech.hermes.integrationtests.management.OfflineRetransmissionManagementTest","pl.allegro.tech.hermes.integrationtests.management.OfflineRetransmissionManagementTest","shouldReturnClientErrorWhenRequestingViewRetransmissionWithTargetTopicStoredOffline"
