"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","543","nodes should remain unchanged in case of failure while updating topic constraints","MultiZookeeperIntegrationTest","Mon May 18 09:36:39 UTC 2026","passed","Mon May 18 09:36:40 UTC 2026","","WorkloadConstraintsServiceTest","pl.allegro.tech.hermes.management.domain.workload.constraints.WorkloadConstraintsServiceTest","nodes should remain unchanged in case of failure while updating topic constraints"
"","73","should provide schema from source of given version","","Mon May 18 09:38:02 UTC 2026","passed","Mon May 18 09:38:02 UTC 2026","","CachedCompiledSchemaRepositoryTest","pl.allegro.tech.hermes.schema.CachedCompiledSchemaRepositoryTest","should provide schema from source of given version"
"","1","should filter '$.topping[4:6].type' matching '^Choco.*' with result: true","","Mon May 18 09:33:24 UTC 2026","passed","Mon May 18 09:33:24 UTC 2026","","JsonPathMessageFilterSpec","pl.allegro.tech.hermes.domain.filtering.JsonPathMessageFilterSpec","should filter '$.topping[4:6].type' matching '^Choco.*' with result: true"
"","133","should change subscription state","IntegrationTest","Mon May 18 09:33:28 UTC 2026","passed","Mon May 18 09:33:29 UTC 2026","","ZookeeperSubscriptionRepositoryTest","pl.allegro.tech.hermes.infrastructure.zookeeper.ZookeeperSubscriptionRepositoryTest","should change subscription state"
"","5","shouldReturnClientErrorWhenRequestingTopicRetransmissionWithEmptyData()","","Mon May 18 09:39:47 UTC 2026","passed","Mon May 18 09:39:47 UTC 2026","","pl.allegro.tech.hermes.integrationtests.management.OfflineRetransmissionManagementTest","pl.allegro.tech.hermes.integrationtests.management.OfflineRetransmissionManagementTest","shouldReturnClientErrorWhenRequestingTopicRetransmissionWithEmptyData"
"","11","should send custom header when publishing using RestClient sender","","Mon May 18 09:33:11 UTC 2026","passed","Mon May 18 09:33:11 UTC 2026","","HermesSenderTest","pl.allegro.tech.hermes.client.HermesSenderTest","should send custom header when publishing using RestClient sender"
"","145","should check nonAdminCreationEnabled = true on group creation for admin = true","","Mon May 18 09:35:51 UTC 2026","passed","Mon May 18 09:35:51 UTC 2026","","ManagementRightsSpec","pl.allegro.tech.hermes.management.api.auth.ManagementRightsSpec","should check nonAdminCreationEnabled = true on group creation for admin = true"
"","2","should use status code 201 as a default","","Mon May 18 09:37:58 UTC 2026","passed","Mon May 18 09:37:58 UTC 2026","","ResponseTest","pl.allegro.tech.hermes.mock.ResponseTest","should use status code 201 as a default"
"","2","should convert primitive types with default values [suite: default-primitives, avroType: double, fieldExists: true, protoDescriptor: <com.google.protobuf.Descriptors$Descriptor@1e2aa6d0 index=inaccessible proto=inaccessible fullName=inaccessible file=inaccessible containingType=inaccessible nestedTypes=inaccessible enumTypes=inaccessible fields=inaccessible fieldsSortedByNumber=inaccessible extensions=inaccessible oneofs=inaccessible realOneofCount=inaccessible extensionRangeLowerBounds=inaccessible extensionRangeUpperBounds=inaccessible>, expectedProtoValue: null, transformResult: <pl.allegro.tech.hermes.consumers.consumer.sender.googlebigquery.avro.conversions.ConvertPrimitivesTest$__spock_feature_0_3prov5_closure24@7c39dbc6 delegate=inaccessible owner=inaccessible thisObject=inaccessible resolveStrategy=inaccessible directive=inaccessible parameterTypes=inaccessible maximumNumberOfParameters=inaccessible bcw=inaccessible thisType=inaccessible>, #7]","","Mon May 18 09:33:50 UTC 2026","passed","Mon May 18 09:33:50 UTC 2026","","ConvertPrimitivesTest","pl.allegro.tech.hermes.consumers.consumer.sender.googlebigquery.avro.conversions.ConvertPrimitivesTest","should convert primitive types with default values [suite: default-primitives, avroType: double, fieldExists: true, protoDescriptor: <com.google.protobuf.Descriptors$Descriptor@1e2aa6d0 index=inaccessible proto=inaccessible fullName=inaccessible file=inaccessible containingType=inaccessible nestedTypes=inaccessible enumTypes=inaccessible fields=inaccessible fieldsSortedByNumber=inaccessible extensions=inaccessible oneofs=inaccessible realOneofCount=inaccessible extensionRangeLowerBounds=inaccessible extensionRangeUpperBounds=inaccessible>, expectedProtoValue: null, transformResult: <pl.allegro.tech.hermes.consumers.consumer.sender.googlebigquery.avro.conversions.ConvertPrimitivesTest$__spock_feature_0_3prov5_closure24@7c39dbc6 delegate=inaccessible owner=inaccessible thisObject=inaccessible resolveStrategy=inaccessible directive=inaccessible parameterTypes=inaccessible maximumNumberOfParameters=inaccessible bcw=inaccessible thisType=inaccessible>, #7]"
"","19","should not retry loading schema for topics that have no schema","","Mon May 18 09:35:44 UTC 2026","passed","Mon May 18 09:35:44 UTC 2026","","TopicSchemaLoadingStartupHookTest","pl.allegro.tech.hermes.frontend.server.TopicSchemaLoadingStartupHookTest","should not retry loading schema for topics that have no schema"
"","9","should not retry when one of the attempts succeeds to send","","Mon May 18 09:33:07 UTC 2026","passed","Mon May 18 09:33:07 UTC 2026","","HermesClientTest","pl.allegro.tech.hermes.client.HermesClientTest","should not retry when one of the attempts succeeds to send"
"","3","should not validate endpoint with invalid protocol","","Mon May 18 09:36:23 UTC 2026","passed","Mon May 18 09:36:23 UTC 2026","","EndpointAddressFormatValidatorTest","pl.allegro.tech.hermes.management.domain.subscription.validator.EndpointAddressFormatValidatorTest","should not validate endpoint with invalid protocol"
"","1","willReturnURIOnEmptyEndpoint","","Mon May 18 09:34:08 UTC 2026","passed","Mon May 18 09:34:08 UTC 2026","","pl.allegro.tech.hermes.consumers.consumer.interpolation.MessageBodyInterpolatorTest","pl.allegro.tech.hermes.consumers.consumer.interpolation.MessageBodyInterpolatorTest","willReturnURIOnEmptyEndpoint"
"","787","should activate tab on click","SubscriptionView","Mon May 18 09:30:08 UTC 2026","passed","Mon May 18 09:30:09 UTC 2026","","","",""
"","254","should render topic property { topic: { schema: '{""type"":""record"",""name"":""DummyEvent"",""namespace"":""pl.allegro.public.group.DummyEvent"",""doc"":""Event emitted when notification is sent to a user"",""fields"":[{""name"":""__metadata"",""type"":[""null"",{""type"":""map"",""values"":""string""}],""doc"":""Field internally used by Hermes to propagate metadata."",""default"":null},{""name"":""waybillId"",""type"":[""null"",{""type"":""record"",""name"":""WaybillId"",""fields"":[{""name"":""waybill"",""type"":""string"",""doc"":""Waybill""},{""name"":""carrierId"",""type"":""string"",""doc"":""CarrierId""}]}],""doc"":""WaybillId"",""default"":null},{""name"":""otherWaybillId"",""type"":[""null"",""WaybillId""],""doc"":""other WaybillId"",""default"":null},{""name"":""notificationId"",""type"":""string"",""doc"":""Notification Id""},{""name"":""userId"",""type"":""string"",""doc"":""User Id""}]}', name: 'pl.allegro.public.group.DummyEvent', description: 'Events emitted when notification is sent to a user.', owner: { source: 'Service Catalog', id: '41' }, retentionTime: { duration: 1, retentionUnit: 'DAYS' }, jsonToAvroDryRun: false, ack: 'NONE', trackingEnabled: false, migratedFromJsonType: false, fallbackToRemoteDatacenterEnabled: false, contentType: 'AVRO', maxMessageSize: 10240, auth: { publishers: [], enabled: false, unauthenticatedAccessEnabled: true }, subscribingRestricted: false, offlineStorage: { enabled: true, retentionTime: { duration: 60, infinite: false } }, createdAt: 1634916242.877, modifiedAt: 1636451113.517 }, property: 'topicView.properties.acknowledgement', value: 'topicView.properties.ackText.none' }","PropertiesList","Mon May 18 09:30:44 UTC 2026","passed","Mon May 18 09:30:44 UTC 2026","","","",""
"","137","shouldReturnOnlySpecifiedRemoteKafkaProperties","","Mon May 18 09:35:44 UTC 2026","passed","Mon May 18 09:35:44 UTC 2026","","pl.allegro.tech.hermes.frontend.config.KafkaClustersPropertiesTest","pl.allegro.tech.hermes.frontend.config.KafkaClustersPropertiesTest","shouldReturnOnlySpecifiedRemoteKafkaProperties"
"","455","shouldFindTopicByItsUpdatedOwnerIdAfterItWasUpdated()","","Mon May 18 09:40:52 UTC 2026","passed","Mon May 18 09:40:52 UTC 2026","","pl.allegro.tech.hermes.integrationtests.management.SearchEndpointTest","pl.allegro.tech.hermes.integrationtests.management.SearchEndpointTest","shouldFindTopicByItsUpdatedOwnerIdAfterItWasUpdated"
"","121","should show an appropriate health problem alert (MALFUNCTIONING)","HealthProblemsAlerts","Mon May 18 09:31:44 UTC 2026","passed","Mon May 18 09:31:44 UTC 2026","","","",""
"","107","should return true if topic constraints exist","IntegrationTest","Mon May 18 09:33:33 UTC 2026","passed","Mon May 18 09:33:34 UTC 2026","","ZookeeperWorkloadConstraintsRepositoryTest","pl.allegro.tech.hermes.infrastructure.zookeeper.ZookeeperWorkloadConstraintsRepositoryTest","should return true if topic constraints exist"
"","1","should convert and cast primitive types [suite: primitives, avroType: boolean, protoDescriptor: <com.google.protobuf.Descriptors$Descriptor@1a2b0708 index=inaccessible proto=inaccessible fullName=inaccessible file=inaccessible containingType=inaccessible nestedTypes=inaccessible enumTypes=inaccessible fields=inaccessible fieldsSortedByNumber=inaccessible extensions=inaccessible oneofs=inaccessible realOneofCount=inaccessible extensionRangeLowerBounds=inaccessible extensionRangeUpperBounds=inaccessible>, avroValue: true, expectedProtoValue: 1, #17]","","Mon May 18 09:33:50 UTC 2026","passed","Mon May 18 09:33:50 UTC 2026","","ConvertAndCastPrimitivesTest","pl.allegro.tech.hermes.consumers.consumer.sender.googlebigquery.avro.conversions.ConvertAndCastPrimitivesTest","should convert and cast primitive types [suite: primitives, avroType: boolean, protoDescriptor: <com.google.protobuf.Descriptors$Descriptor@1a2b0708 index=inaccessible proto=inaccessible fullName=inaccessible file=inaccessible containingType=inaccessible nestedTypes=inaccessible enumTypes=inaccessible fields=inaccessible fieldsSortedByNumber=inaccessible extensions=inaccessible oneofs=inaccessible realOneofCount=inaccessible extensionRangeLowerBounds=inaccessible extensionRangeUpperBounds=inaccessible>, avroValue: true, expectedProtoValue: 1, #17]"
"","1095","shouldSendMessageToClientCredentialsGrantOAuthSecuredEndpoint()","","Mon May 18 09:37:22 UTC 2026","passed","Mon May 18 09:37:23 UTC 2026","","pl.allegro.tech.hermes.integrationtests.OAuthIntegrationTest","pl.allegro.tech.hermes.integrationtests.OAuthIntegrationTest","shouldSendMessageToClientCredentialsGrantOAuthSecuredEndpoint"
"","1","should convert and cast primitive types [suite: primitives, avroType: int, protoDescriptor: <com.google.protobuf.Descriptors$Descriptor@1a2b0708 index=inaccessible proto=inaccessible fullName=inaccessible file=inaccessible containingType=inaccessible nestedTypes=inaccessible enumTypes=inaccessible fields=inaccessible fieldsSortedByNumber=inaccessible extensions=inaccessible oneofs=inaccessible realOneofCount=inaccessible extensionRangeLowerBounds=inaccessible extensionRangeUpperBounds=inaccessible>, avroValue: 12, expectedProtoValue: 12, #12]","","Mon May 18 09:33:50 UTC 2026","passed","Mon May 18 09:33:50 UTC 2026","","ConvertAndCastPrimitivesTest","pl.allegro.tech.hermes.consumers.consumer.sender.googlebigquery.avro.conversions.ConvertAndCastPrimitivesTest","should convert and cast primitive types [suite: primitives, avroType: int, protoDescriptor: <com.google.protobuf.Descriptors$Descriptor@1a2b0708 index=inaccessible proto=inaccessible fullName=inaccessible file=inaccessible containingType=inaccessible nestedTypes=inaccessible enumTypes=inaccessible fields=inaccessible fieldsSortedByNumber=inaccessible extensions=inaccessible oneofs=inaccessible realOneofCount=inaccessible extensionRangeLowerBounds=inaccessible extensionRangeUpperBounds=inaccessible>, avroValue: 12, expectedProtoValue: 12, #12]"
"","2","should indicate that a batch subscriber returning more than 10% 5xx errors is malfunctioning","","Mon May 18 09:36:20 UTC 2026","passed","Mon May 18 09:36:20 UTC 2026","","SubscriptionHealthCheckerTest","pl.allegro.tech.hermes.management.domain.subscription.SubscriptionHealthCheckerTest","should indicate that a batch subscriber returning more than 10% 5xx errors is malfunctioning"
"","354","shouldNotPublishAsGuestWhenAuthIsRequired(Topic) [2] Topic(TopicBuilderGroup225.TopicBuilderTopic226)","","Mon May 18 09:38:39 UTC 2026","passed","Mon May 18 09:38:39 UTC 2026","","pl.allegro.tech.hermes.integrationtests.TopicAuthorizationTest","pl.allegro.tech.hermes.integrationtests.TopicAuthorizationTest","shouldNotPublishAsGuestWhenAuthIsRequired"
"","5","should return succeeded when endpoint resolver return no hosts and but message was sent previously","","Mon May 18 09:33:55 UTC 2026","passed","Mon May 18 09:33:55 UTC 2026","","JettyBroadCastMessageSenderTest","pl.allegro.tech.hermes.consumers.consumer.sender.http.JettyBroadCastMessageSenderTest","should return succeeded when endpoint resolver return no hosts and but message was sent previously"
"","1","should truncate message preview if it is too large [messageSize: 102400, maxContentSize: 100, shouldTruncate: false, #2]","","Mon May 18 09:35:44 UTC 2026","passed","Mon May 18 09:35:44 UTC 2026","","MessagePreviewFactoryTest","pl.allegro.tech.hermes.frontend.publishing.preview.MessagePreviewFactoryTest","should truncate message preview if it is too large [messageSize: 102400, maxContentSize: 100, shouldTruncate: false, #2]"
"","116","should create topic","IntegrationTest","Mon May 18 09:33:29 UTC 2026","passed","Mon May 18 09:33:29 UTC 2026","","ZookeeperTopicRepositoryTest","pl.allegro.tech.hermes.infrastructure.zookeeper.ZookeeperTopicRepositoryTest","should create topic"
"","14","should send custom header when publishing using WebClientSender sender","","Mon May 18 09:33:12 UTC 2026","passed","Mon May 18 09:33:12 UTC 2026","","ReactiveHermesSenderTest","pl.allegro.tech.hermes.client.ReactiveHermesSenderTest","should send custom header when publishing using WebClientSender sender"
"","53","should retry when sender throws exception","","Mon May 18 09:33:07 UTC 2026","passed","Mon May 18 09:33:07 UTC 2026","","HermesClientTest","pl.allegro.tech.hermes.client.HermesClientTest","should retry when sender throws exception"
"","22","should convert record with primitive types [suite: record-primitives, avroType: string, protoDescriptor: <com.google.protobuf.Descriptors$Descriptor@7fad58f8 index=inaccessible proto=inaccessible fullName=inaccessible file=inaccessible containingType=inaccessible nestedTypes=inaccessible enumTypes=inaccessible fields=inaccessible fieldsSortedByNumber=inaccessible extensions=inaccessible oneofs=inaccessible realOneofCount=inaccessible extensionRangeLowerBounds=inaccessible extensionRangeUpperBounds=inaccessible>, avroValue: value, expectedProtoValue: ""value"", transformResult: <pl.allegro.tech.hermes.consumers.consumer.sender.googlebigquery.avro.conversions.ConvertRecordWithPrimitivesTest$__spock_feature_0_0prov5_closure1@4939730c delegate=inaccessible owner=inaccessible thisObject=inaccessible resolveStrategy=inaccessible directive=inaccessible parameterTypes=inaccessible maximumNumberOfParameters=inaccessible bcw=inaccessible thisType=inaccessible>, #0]","","Mon May 18 09:33:50 UTC 2026","passed","Mon May 18 09:33:50 UTC 2026","","ConvertRecordWithPrimitivesTest","pl.allegro.tech.hermes.consumers.consumer.sender.googlebigquery.avro.conversions.ConvertRecordWithPrimitivesTest","should convert record with primitive types [suite: record-primitives, avroType: string, protoDescriptor: <com.google.protobuf.Descriptors$Descriptor@7fad58f8 index=inaccessible proto=inaccessible fullName=inaccessible file=inaccessible containingType=inaccessible nestedTypes=inaccessible enumTypes=inaccessible fields=inaccessible fieldsSortedByNumber=inaccessible extensions=inaccessible oneofs=inaccessible realOneofCount=inaccessible extensionRangeLowerBounds=inaccessible extensionRangeUpperBounds=inaccessible>, avroValue: value, expectedProtoValue: ""value"", transformResult: <pl.allegro.tech.hermes.consumers.consumer.sender.googlebigquery.avro.conversions.ConvertRecordWithPrimitivesTest$__spock_feature_0_0prov5_closure1@4939730c delegate=inaccessible owner=inaccessible thisObject=inaccessible resolveStrategy=inaccessible directive=inaccessible parameterTypes=inaccessible maximumNumberOfParameters=inaccessible bcw=inaccessible thisType=inaccessible>, #0]"
"","150","shouldCreateTopicWithRestrictedSubscribing()","","Mon May 18 09:41:43 UTC 2026","passed","Mon May 18 09:41:43 UTC 2026","","pl.allegro.tech.hermes.integrationtests.management.TopicManagementTest","pl.allegro.tech.hermes.integrationtests.management.TopicManagementTest","shouldCreateTopicWithRestrictedSubscribing"
"","21","should show message that removing group was successful","useGroups","Mon May 18 09:30:38 UTC 2026","passed","Mon May 18 09:30:38 UTC 2026","","","",""
"","782","shouldEmitAuditEventWhenSubscriptionEndpointUpdated()","","Mon May 18 09:41:22 UTC 2026","passed","Mon May 18 09:41:23 UTC 2026","","pl.allegro.tech.hermes.integrationtests.management.SubscriptionManagementTest","pl.allegro.tech.hermes.integrationtests.management.SubscriptionManagementTest","shouldEmitAuditEventWhenSubscriptionEndpointUpdated"
"","248","shouldAllowAdminUserToEnableChaos()","","Mon May 18 09:41:40 UTC 2026","passed","Mon May 18 09:41:40 UTC 2026","","pl.allegro.tech.hermes.integrationtests.management.TopicManagementTest","pl.allegro.tech.hermes.integrationtests.management.TopicManagementTest","shouldAllowAdminUserToEnableChaos"
"","8","shouldThrowExceptionWhenTopicNameIsNotQualified()","","Mon May 18 09:37:58 UTC 2026","passed","Mon May 18 09:37:58 UTC 2026","","pl.allegro.tech.hermes.mock.HermesMockDefineValidationTest","pl.allegro.tech.hermes.mock.HermesMockDefineValidationTest","shouldThrowExceptionWhenTopicNameIsNotQualified"
"","3","should propagate only allowed headers when enabled and allowed defined","","Mon May 18 09:35:33 UTC 2026","passed","Mon May 18 09:35:33 UTC 2026","","DefaultHeadersPropagatorTest","pl.allegro.tech.hermes.frontend.publishing.metadata.DefaultHeadersPropagatorTest","should propagate only allowed headers when enabled and allowed defined"
"","1647","shouldPublishAndConsumeMessageByAllServices()","","Mon May 18 09:34:52 UTC 2026","passed","Mon May 18 09:34:54 UTC 2026","","pl.allegro.tech.hermes.integrationtests.BroadcastDeliveryTest","pl.allegro.tech.hermes.integrationtests.BroadcastDeliveryTest","shouldPublishAndConsumeMessageByAllServices"
"","1","should convert and cast primitive types [suite: primitives, avroType: int, protoDescriptor: <com.google.protobuf.Descriptors$Descriptor@7169a87 index=inaccessible proto=inaccessible fullName=inaccessible file=inaccessible containingType=inaccessible nestedTypes=inaccessible enumTypes=inaccessible fields=inaccessible fieldsSortedByNumber=inaccessible extensions=inaccessible oneofs=inaccessible realOneofCount=inaccessible extensionRangeLowerBounds=inaccessible extensionRangeUpperBounds=inaccessible>, avroValue: 12, expectedProtoValue: 12.0, #19]","","Mon May 18 09:33:50 UTC 2026","passed","Mon May 18 09:33:50 UTC 2026","","ConvertAndCastPrimitivesTest","pl.allegro.tech.hermes.consumers.consumer.sender.googlebigquery.avro.conversions.ConvertAndCastPrimitivesTest","should convert and cast primitive types [suite: primitives, avroType: int, protoDescriptor: <com.google.protobuf.Descriptors$Descriptor@7169a87 index=inaccessible proto=inaccessible fullName=inaccessible file=inaccessible containingType=inaccessible nestedTypes=inaccessible enumTypes=inaccessible fields=inaccessible fieldsSortedByNumber=inaccessible extensions=inaccessible oneofs=inaccessible realOneofCount=inaccessible extensionRangeLowerBounds=inaccessible extensionRangeUpperBounds=inaccessible>, avroValue: 12, expectedProtoValue: 12.0, #19]"
"","2","should convert record with primitive types [suite: record-primitives, avroType: bytes, protoDescriptor: <com.google.protobuf.Descriptors$Descriptor@18a7c1f6 index=inaccessible proto=inaccessible fullName=inaccessible file=inaccessible containingType=inaccessible nestedTypes=inaccessible enumTypes=inaccessible fields=inaccessible fieldsSortedByNumber=inaccessible extensions=inaccessible oneofs=inaccessible realOneofCount=inaccessible extensionRangeLowerBounds=inaccessible extensionRangeUpperBounds=inaccessible>, avroValue: java.nio.HeapByteBuffer[pos=0 lim=3 cap=3], expectedProtoValue: ""123"", transformResult: <pl.allegro.tech.hermes.consumers.consumer.sender.googlebigquery.avro.conversions.ConvertRecordWithPrimitivesTest$__spock_feature_0_0prov5_closure6@283b462d delegate=inaccessible owner=inaccessible thisObject=inaccessible resolveStrategy=inaccessible directive=inaccessible parameterTypes=inaccessible maximumNumberOfParameters=inaccessible bcw=inaccessible thisType=inaccessible>, #5]","","Mon May 18 09:33:50 UTC 2026","passed","Mon May 18 09:33:50 UTC 2026","","ConvertRecordWithPrimitivesTest","pl.allegro.tech.hermes.consumers.consumer.sender.googlebigquery.avro.conversions.ConvertRecordWithPrimitivesTest","should convert record with primitive types [suite: record-primitives, avroType: bytes, protoDescriptor: <com.google.protobuf.Descriptors$Descriptor@18a7c1f6 index=inaccessible proto=inaccessible fullName=inaccessible file=inaccessible containingType=inaccessible nestedTypes=inaccessible enumTypes=inaccessible fields=inaccessible fieldsSortedByNumber=inaccessible extensions=inaccessible oneofs=inaccessible realOneofCount=inaccessible extensionRangeLowerBounds=inaccessible extensionRangeUpperBounds=inaccessible>, avroValue: java.nio.HeapByteBuffer[pos=0 lim=3 cap=3], expectedProtoValue: ""123"", transformResult: <pl.allegro.tech.hermes.consumers.consumer.sender.googlebigquery.avro.conversions.ConvertRecordWithPrimitivesTest$__spock_feature_0_0prov5_closure6@283b462d delegate=inaccessible owner=inaccessible thisObject=inaccessible resolveStrategy=inaccessible directive=inaccessible parameterTypes=inaccessible maximumNumberOfParameters=inaccessible bcw=inaccessible thisType=inaccessible>, #5]"
"","3901","shouldListClientsForTopicWithoutRepeating()","","Mon May 18 09:39:05 UTC 2026","passed","Mon May 18 09:39:09 UTC 2026","","pl.allegro.tech.hermes.integrationtests.management.ListClientsForTopicTest","pl.allegro.tech.hermes.integrationtests.management.ListClientsForTopicTest","shouldListClientsForTopicWithoutRepeating"
"","1","should convert record with primitive types [suite: record-primitives, avroType: double, protoDescriptor: <com.google.protobuf.Descriptors$Descriptor@446833f7 index=inaccessible proto=inaccessible fullName=inaccessible file=inaccessible containingType=inaccessible nestedTypes=inaccessible enumTypes=inaccessible fields=inaccessible fieldsSortedByNumber=inaccessible extensions=inaccessible oneofs=inaccessible realOneofCount=inaccessible extensionRangeLowerBounds=inaccessible extensionRangeUpperBounds=inaccessible>, avroValue: 1.234, expectedProtoValue: 1.234, transformResult: <pl.allegro.tech.hermes.consumers.consumer.sender.googlebigquery.avro.conversions.ConvertRecordWithPrimitivesTest$__spock_feature_0_0prov5_closure8@36901f79 delegate=inaccessible owner=inaccessible thisObject=inaccessible resolveStrategy=inaccessible directive=inaccessible parameterTypes=inaccessible maximumNumberOfParameters=inaccessible bcw=inaccessible thisType=inaccessible>, #7]","","Mon May 18 09:33:50 UTC 2026","passed","Mon May 18 09:33:50 UTC 2026","","ConvertRecordWithPrimitivesTest","pl.allegro.tech.hermes.consumers.consumer.sender.googlebigquery.avro.conversions.ConvertRecordWithPrimitivesTest","should convert record with primitive types [suite: record-primitives, avroType: double, protoDescriptor: <com.google.protobuf.Descriptors$Descriptor@446833f7 index=inaccessible proto=inaccessible fullName=inaccessible file=inaccessible containingType=inaccessible nestedTypes=inaccessible enumTypes=inaccessible fields=inaccessible fieldsSortedByNumber=inaccessible extensions=inaccessible oneofs=inaccessible realOneofCount=inaccessible extensionRangeLowerBounds=inaccessible extensionRangeUpperBounds=inaccessible>, avroValue: 1.234, expectedProtoValue: 1.234, transformResult: <pl.allegro.tech.hermes.consumers.consumer.sender.googlebigquery.avro.conversions.ConvertRecordWithPrimitivesTest$__spock_feature_0_0prov5_closure8@36901f79 delegate=inaccessible owner=inaccessible thisObject=inaccessible resolveStrategy=inaccessible directive=inaccessible parameterTypes=inaccessible maximumNumberOfParameters=inaccessible bcw=inaccessible thisType=inaccessible>, #7]"
"","315","shouldPublishUsingJerseyClient()","","Mon May 18 09:35:31 UTC 2026","passed","Mon May 18 09:35:32 UTC 2026","","pl.allegro.tech.hermes.integrationtests.HermesClientPublishingTest","pl.allegro.tech.hermes.integrationtests.HermesClientPublishingTest","shouldPublishUsingJerseyClient"
"","5","should only find subscription when only subscription matches","","Mon May 18 09:36:19 UTC 2026","passed","Mon May 18 09:36:19 UTC 2026","","SearchServiceSpec","pl.allegro.tech.hermes.management.domain.search.SearchServiceSpec","should only find subscription when only subscription matches"
"","0","should filter message by headers [headers: [a:0001], matcher: .*, result: true, #1]","","Mon May 18 09:33:23 UTC 2026","passed","Mon May 18 09:33:23 UTC 2026","","HeaderMessageFilterSpec","pl.allegro.tech.hermes.domain.filtering.HeaderMessageFilterSpec","should filter message by headers [headers: [a:0001], matcher: .*, result: true, #1]"
"","2","should use weight average when consumers have subscriptions assigned and undefined CPU utilization","","Mon May 18 09:33:57 UTC 2026","passed","Mon May 18 09:33:57 UTC 2026","","ScoringTargetWeightCalculatorTest","pl.allegro.tech.hermes.consumers.supervisor.workload.weighted.ScoringTargetWeightCalculatorTest","should use weight average when consumers have subscriptions assigned and undefined CPU utilization"
"","91","should return the same PubSub client for both compressing and raw message transformer","","Mon May 18 09:33:50 UTC 2026","passed","Mon May 18 09:33:50 UTC 2026","","GooglePubSubClientsPoolTest","pl.allegro.tech.hermes.consumers.consumer.sender.googlepubsub.GooglePubSubClientsPoolTest","should return the same PubSub client for both compressing and raw message transformer"
"","1","should filter '$.batters.batter[2].type' matching '^Choco.*' with result: false","","Mon May 18 09:33:23 UTC 2026","passed","Mon May 18 09:33:23 UTC 2026","","JsonPathMessageFilterSpec","pl.allegro.tech.hermes.domain.filtering.JsonPathMessageFilterSpec","should filter '$.batters.batter[2].type' matching '^Choco.*' with result: false"
"","638","shouldEmitAuditEventWhenSubscriptionCreated()","","Mon May 18 09:41:05 UTC 2026","passed","Mon May 18 09:41:06 UTC 2026","","pl.allegro.tech.hermes.integrationtests.management.SubscriptionManagementTest","pl.allegro.tech.hermes.integrationtests.management.SubscriptionManagementTest","shouldEmitAuditEventWhenSubscriptionCreated"
"","993","shouldNotOverrideHeadersAddedByMetadataAppendersWithSubscriptionHeaders()","","Mon May 18 09:37:28 UTC 2026","passed","Mon May 18 09:37:29 UTC 2026","","pl.allegro.tech.hermes.integrationtests.PublishingAndConsumingTest","pl.allegro.tech.hermes.integrationtests.PublishingAndConsumingTest","shouldNotOverrideHeadersAddedByMetadataAppendersWithSubscriptionHeaders"
"","196","should render loading indicator","SearchCommander","Mon May 18 09:30:22 UTC 2026","passed","Mon May 18 09:30:23 UTC 2026","","","",""
"","5","should show success notification when topic sync is successful","useSync","Mon May 18 09:30:41 UTC 2026","passed","Mon May 18 09:30:41 UTC 2026","","","",""
"","938","shouldNotProfileRunsBelowThreshold()","","Mon May 18 09:34:58 UTC 2026","passed","Mon May 18 09:34:59 UTC 2026","","pl.allegro.tech.hermes.integrationtests.ConsumerProfilingTest","pl.allegro.tech.hermes.integrationtests.ConsumerProfilingTest","shouldNotProfileRunsBelowThreshold"
"","7","creating a topic with timeUnit smaller than seconds should be invalid [retentionTime: <pl.allegro.tech.hermes.api.RetentionTime@20 duration=inaccessible retentionUnit=inaccessible>, #2]","","Mon May 18 09:36:24 UTC 2026","passed","Mon May 18 09:36:24 UTC 2026","","TopicValidatorWithRealApiPreconditionsTest","pl.allegro.tech.hermes.management.domain.topic.validator.TopicValidatorWithRealApiPreconditionsTest","creating a topic with timeUnit smaller than seconds should be invalid [retentionTime: <pl.allegro.tech.hermes.api.RetentionTime@20 duration=inaccessible retentionUnit=inaccessible>, #2]"
"","12","should log anonymized data when object is created","","Mon May 18 09:37:10 UTC 2026","passed","Mon May 18 09:37:10 UTC 2026","","LoggingAuditorSpec","pl.allegro.tech.hermes.management.infrastructure.audit.LoggingAuditorSpec","should log anonymized data when object is created"
"","4","should not return violations for valid content type filter type combinations [contentType: JSON, filterTypes: [jsonpath], #0]","","Mon May 18 09:36:23 UTC 2026","passed","Mon May 18 09:36:23 UTC 2026","","MessageFilterTypeValidatorTest","pl.allegro.tech.hermes.management.domain.subscription.validator.MessageFilterTypeValidatorTest","should not return violations for valid content type filter type combinations [contentType: JSON, filterTypes: [jsonpath], #0]"
"","480","shouldReturnClientErrorWhenRequestingTopicRetransmissionWithTargetTopicStoredOffline()","","Mon May 18 09:39:44 UTC 2026","passed","Mon May 18 09:39:44 UTC 2026","","pl.allegro.tech.hermes.integrationtests.management.OfflineRetransmissionManagementTest","pl.allegro.tech.hermes.integrationtests.management.OfflineRetransmissionManagementTest","shouldReturnClientErrorWhenRequestingTopicRetransmissionWithTargetTopicStoredOffline"
